Geography Type,Geography Name,Year,Population,Households,Persons Per Household (PPH)
County,Marshall,2013,9424.00,3982.00,2.35
County,Martin,2013,20429.00,8981.00,2.24
County,Meeker,2013,23109.00,9177.00,2.48
County,Mille Lacs,2013,25817.00,10144.00,2.49
County,Morrison,2013,32877.00,13070.00,2.48
County,Mower,2013,39356.00,15914.00,2.43
County,Murray,2013,8536.00,3679.00,2.28
County,Nicollet,2013,33002.00,12410.00,2.44
County,Nobles,2013,21593.00,8018.00,2.65
County,Norman,2013,6634.00,2792.00,2.32
County,Olmsted,2013,149189.00,58866.00,2.49
County,Otter Tail,2013,57588.00,24228.00,2.33
County,Pennington,2013,14121.00,5917.00,2.33
County,Pine,2013,29125.00,11281.00,2.43
County,Pipestone,2013,9306.00,3988.00,2.28
County,Polk,2013,31569.00,12739.00,2.37
County,Pope,2013,10929.00,4741.00,2.27
County,Ramsey,2013,525146.00,207949.00,2.44
County,Red Lake,2013,4071.00,1737.00,2.32
County,Redwood,2013,15755.00,6515.00,2.36
County,Renville,2013,15214.00,6425.00,2.31
County,Rice,2013,64656.00,22590.00,2.54
County,Rock,2013,9524.00,3895.00,2.38
County,Roseau,2013,15522.00,6301.00,2.43
County,St. Louis,2013,200398.00,85451.00,2.24
County,Scott,2013,136926.00,47111.00,2.88
County,Sherburne,2013,90203.00,30816.00,2.86
County,Sibley,2013,15074.00,6001.00,2.47
County,Stearns,2013,152063.00,57057.00,2.53
County,Steele,2013,36417.00,14382.00,2.49
County,Stevens,2013,9748.00,3718.00,2.35
County,Swift,2013,9551.00,4191.00,2.24
County,Todd,2013,24374.00,9669.00,2.49
County,Traverse,2013,3460.00,1506.00,2.23
County,Wabasha,2013,21442.00,8806.00,2.41
County,Wadena,2013,13821.00,5729.00,2.33
County,Waseca,2013,19075.00,7311.00,2.43
County,Washington,2013,248095.00,91292.00,2.68
County,Watonwan,2013,11136.00,4504.00,2.44
County,Wilkin,2013,6558.00,2703.00,2.37
County,Winona,2013,51362.00,19698.00,2.38
County,Wright,2013,128459.00,45659.00,2.79
County,Yellow Medicine,2013,10150.00,4217.00,2.34
EDR,01 (Northwest),2013,85839.00,35441.00,2.36
EDR,02 (Headwaters),2013,84540.00,33546.00,2.45
EDR,03 (Arrowhead),2013,326373.00,138423.00,2.26
EDR,04 (West Central),2013,224395.00,91642.00,2.37
EDR,05 (North Central),2013,162892.00,66870.00,2.4
EDR,06E (Southwest Central),2013,116769.00,47034.00,2.44
EDR,06W (Upper MN Valley),2013,44015.00,18921.00,2.27
EDR,07E (East Central),2013,162925.00,61527.00,2.57
EDR,07W (Central),2013,409944.00,148977.00,2.67
EDR,08 (Southwest),2013,118067.00,48211.00,2.39
EDR,09 (South Central),2013,231425.00,92186.00,2.4
EDR,10 (Southeast),2013,499769.00,196354.00,2.45
EDR,11 (7 County Twin Cities),2013,2950885.00,1153538.00,2.51
State,Minnesota,2012,5368972.00,2110877.00,2.48
County,Aitkin,2012,15919.00,7221.00,2.17
County,Anoka,2012,336748.00,122997.00,2.71
County,Becker,2012,32973.00,13477.00,2.41
County,Beltrami,2012,45325.00,17246.00,2.51
County,Benton,2012,38861.00,15287.00,2.47
County,Big Stone,2012,5164.00,2255.00,2.23
County,Blue Earth,2012,65089.00,24935.00,2.43
County,Brown,2012,25559.00,10728.00,2.28
County,Carlton,2012,35404.00,13558.00,2.46
County,Carver,2012,93584.00,33698.00,2.75
County,Cass,2012,28350.00,11919.00,2.36
County,Chippewa,2012,12181.00,5177.00,2.31
County,Chisago,2012,53576.00,19504.00,2.66
County,Clay,2012,60118.00,22727.00,2.47
County,Clearwater,2012,8713.00,3540.00,2.43
County,Cook,2012,5190.00,2514.00,2.04
County,Cottonwood,2012,11592.00,4845.00,2.34
County,Crow Wing,2012,62876.00,26271.00,2.37
County,Dakota,2012,404493.00,154274.00,2.6
County,Dodge,2012,20237.00,7536.00,2.67
County,Douglas,2012,36412.00,15586.00,2.3
County,Faribault,2012,14280.00,6184.00,2.25
County,Fillmore,2012,20837.00,8584.00,2.39
County,Freeborn,2012,31027.00,13179.00,2.31
County,Goodhue,2012,46331.00,18881.00,2.41
County,Grant,2012,5950.00,2598.00,2.25
County,Hennepin,2012,1180138.00,483488.00,2.39
County,Houston,2012,18839.00,7857.00,2.36
County,Hubbard,2012,20359.00,8696.00,2.32
County,Isanti,2012,38235.00,14154.00,2.67
County,Itasca,2012,45199.00,18938.00,2.33
County,Jackson,2012,10279.00,4458.00,2.28
County,Kanabec,2012,16011.00,6382.00,2.47
County,Kandiyohi,2012,42315.00,16822.00,2.45
County,Kittson,2012,4496.00,1971.00,2.22
County,Koochiching,2012,13208.00,5858.00,2.21
County,Lac qui Parle,2012,7109.00,3117.00,2.23
County,Lake,2012,10815.00,4836.00,2.19
County,Lake of the Woods,2012,3976.00,1768.00,2.22
County,Le Sueur,2012,27673.00,10791.00,2.54
County,Lincoln,2012,5816.00,2553.00,2.23
County,Lyon,2012,25667.00,10236.00,2.41
County,McLeod,2012,36104.00,14548.00,2.45
County,Mahnomen,2012,5504.00,2046.00,2.65
County,Marshall,2012,9445.00,3991.00,2.35
County,Martin,2012,20477.00,8977.00,2.24
County,Meeker,2012,23056.00,9153.00,2.48
County,Mille Lacs,2012,25743.00,10099.00,2.5
County,Morrison,2012,33049.00,13103.00,2.48
County,Mower,2012,39314.00,15907.00,2.43
County,Murray,2012,8573.00,3690.00,2.28
County,Nicollet,2012,33018.00,12353.00,2.45
County,Nobles,2012,21474.00,8001.00,2.64
County,Norman,2012,6656.00,2796.00,2.33
County,Olmsted,2012,147123.00,58209.00,2.48
County,Otter Tail,2012,57297.00,24183.00,2.32
County,Pennington,2012,14075.00,5898.00,2.33
County,Pine,2012,29248.00,11295.00,2.44
County,Pipestone,2012,9394.00,4007.00,2.29
County,Polk,2012,31429.00,12706.00,2.37
County,Pope,2012,10897.00,4728.00,2.27
County,Ramsey,2012,517399.00,204799.00,2.43
County,Red Lake,2012,4086.00,1741.00,2.33
County,Redwood,2012,15842.00,6539.00,2.37
County,Renville,2012,15389.00,6483.00,2.32
County,Rice,2012,64747.00,22507.00,2.54
County,Rock,2012,9567.00,3903.00,2.38
County,Roseau,2012,15484.00,6287.00,2.43
County,St. Louis,2012,200024.00,85098.00,2.24
County,Scott,2012,133326.00,46140.00,2.86
County,Sherburne,2012,89457.00,30659.00,2.85
County,Sibley,2012,15118.00,6018.00,2.47
County,Stearns,2012,151591.00,56755.00,2.53
County,Steele,2012,36299.00,14335.00,2.5
County,Stevens,2012,9751.00,3713.00,2.35
County,Swift,2012,9609.00,4208.00,2.25
County,Todd,2012,24526.00,9693.00,2.5
County,Traverse,2012,3471.00,1505.00,2.24
County,Wabasha,2012,21482.00,8803.00,2.41
County,Wadena,2012,13778.00,5694.00,2.33
County,Waseca,2012,19229.00,7338.00,2.44
County,Washington,2012,243313.00,89875.00,2.67
County,Watonwan,2012,11188.00,4524.00,2.44
County,Wilkin,2012,6586.00,2711.00,2.37
County,Winona,2012,51563.00,19721.00,2.39
County,Wright,2012,127133.00,45263.00,2.78
County,Yellow Medicine,2012,10214.00,4229.00,2.35
EDR,01 (Northwest),2012,85671.00,35390.00,2.36
EDR,02 (Headwaters),2012,83877.00,33296.00,2.44
EDR,03 (Arrowhead),2012,325759.00,138023.00,2.26
EDR,04 (West Central),2012,223455.00,91228.00,2.37
EDR,05 (North Central),2012,162579.00,66680.00,2.4
EDR,06E (Southwest Central),2012,116864.00,47006.00,2.44
EDR,06W (Upper MN Valley),2012,44277.00,18986.00,2.28
EDR,07E (East Central),2012,162813.00,61434.00,2.57
EDR,07W (Central),2012,407042.00,147964.00,2.67
EDR,08 (Southwest),2012,118204.00,48232.00,2.39
EDR,09 (South Central),2012,231631.00,91848.00,2.4
EDR,10 (Southeast),2012,497799.00,195519.00,2.45
EDR,11 (7 County Twin Cities),2012,2909001.00,1135271.00,2.51
State,Minnesota,2011,5332246.00,2101295.00,2.47
County,Aitkin,2011,16202.00,7330.00,2.17
County,Anoka,2011,334053.00,122151.00,2.71
County,Becker,2011,32770.00,13372.00,2.42
County,Beltrami,2011,45212.00,17163.00,2.51
County,Benton,2011,38558.00,15155.00,2.48
County,Big Stone,2011,5240.00,2285.00,2.23
County,Blue Earth,2011,64383.00,24634.00,2.43
County,Brown,2011,25756.00,10781.00,2.29
County,Carlton,2011,35492.00,13586.00,2.46
County,Carver,2011,92104.00,33202.00,2.74
County,Cass,2011,28396.00,11926.00,2.36
County,Chippewa,2011,12332.00,5214.00,2.32
County,Chisago,2011,53929.00,19537.00,2.67
County,Clay,2011,59644.00,22516.00,2.48
County,Clearwater,2011,8774.00,3561.00,2.43
County,Cook,2011,5216.00,2521.00,2.05
County,Cottonwood,2011,11682.00,4860.00,2.35
County,Crow Wing,2011,62745.00,26193.00,2.37
County,Dakota,2011,401221.00,153098.00,2.6
County,Dodge,2011,20243.00,7528.00,2.67
County,Douglas,2011,36240.00,15498.00,2.3
County,Faribault,2011,14506.00,6246.00,2.27
County,Fillmore,2011,20868.00,8580.00,2.39
County,Freeborn,2011,31160.00,13195.00,2.31
County,Goodhue,2011,46168.00,18803.00,2.41
County,Grant,2011,5993.00,2608.00,2.26
County,Hennepin,2011,1163060.00,480754.00,2.36
County,Houston,2011,18933.00,7860.00,2.38
County,Hubbard,2011,20439.00,8714.00,2.33
County,Isanti,2011,38209.00,14128.00,2.67
County,Itasca,2011,45034.00,18847.00,2.34
County,Jackson,2011,10203.00,4422.00,2.28
County,Kanabec,2011,16170.00,6419.00,2.48
County,Kandiyohi,2011,42118.00,16769.00,2.45
County,Kittson,2011,4528.00,1984.00,2.23
County,Koochiching,2011,13221.00,5859.00,2.22
County,Lac qui Parle,2011,7195.00,3145.00,2.24
County,Lake,2011,10822.00,4831.00,2.19
County,Lake of the Woods,2011,4011.00,1777.00,2.23
County,Le Sueur,2011,27655.00,10772.00,2.54
County,Lincoln,2011,5819.00,2552.00,2.23
County,Lyon,2011,25951.00,10265.00,2.42
County,McLeod,2011,36489.00,14628.00,2.46
County,Mahnomen,2011,5441.00,2031.00,2.64
County,Marshall,2011,9473.00,4000.00,2.35
County,Martin,2011,20716.00,9017.00,2.26
County,Meeker,2011,23242.00,9181.00,2.49
County,Mille Lacs,2011,26003.00,10155.00,2.51
County,Morrison,2011,33212.00,13142.00,2.49
County,Mower,2011,39281.00,15891.00,2.43
County,Murray,2011,8640.00,3701.00,2.29
County,Nicollet,2011,32949.00,12318.00,2.45
County,Nobles,2011,21365.00,7970.00,2.63
County,Norman,2011,6859.00,2872.00,2.34
County,Olmsted,2011,145379.00,57595.00,2.48
County,Otter Tail,2011,57243.00,24125.00,2.32
County,Pennington,2011,14018.00,5879.00,2.33
County,Pine,2011,29647.00,11369.00,2.45
County,Pipestone,2011,9525.00,4038.00,2.31
County,Polk,2011,31489.00,12708.00,2.37
County,Pope,2011,10896.00,4721.00,2.27
County,Ramsey,2011,510810.00,203818.00,2.41
County,Red Lake,2011,4105.00,1747.00,2.33
County,Redwood,2011,15986.00,6579.00,2.37
County,Renville,2011,15540.00,6516.00,2.33
County,Rice,2011,64717.00,22423.00,2.54
County,Rock,2011,9644.00,3915.00,2.4
County,Roseau,2011,15536.00,6301.00,2.44
County,St. Louis,2011,200143.00,84993.00,2.24
County,Scott,2011,131556.00,45656.00,2.85
County,Sherburne,2011,88954.00,30439.00,2.85
County,Sibley,2011,15193.00,6039.00,2.48
County,Stearns,2011,150996.00,56514.00,2.53
County,Steele,2011,36530.00,14343.00,2.51
County,Stevens,2011,9749.00,3724.00,2.36
County,Swift,2011,9677.00,4216.00,2.26
County,Todd,2011,24823.00,9777.00,2.51
County,Traverse,2011,3530.00,1519.00,2.26
County,Wabasha,2011,21589.00,8827.00,2.42
County,Wadena,2011,13709.00,5663.00,2.34
County,Waseca,2011,19166.00,7326.00,2.44
County,Washington,2011,240640.00,88921.00,2.67
County,Watonwan,2011,11197.00,4525.00,2.44
County,Wilkin,2011,6584.00,2708.00,2.38
County,Winona,2011,51386.00,19609.00,2.39
County,Wright,2011,126033.00,44955.00,2.78
County,Yellow Medicine,2011,10331.00,4260.00,2.36
EDR,01 (Northwest),2011,86008.00,35491.00,2.36
EDR,02 (Headwaters),2011,83877.00,33246.00,2.45
EDR,03 (Arrowhead),2011,326130.00,137967.00,2.27
EDR,04 (West Central),2011,222649.00,90791.00,2.37
EDR,05 (North Central),2011,162885.00,66701.00,2.41
EDR,06E (Southwest Central),2011,117389.00,47094.00,2.45
EDR,06W (Upper MN Valley),2011,44775.00,19120.00,2.29
EDR,07E (East Central),2011,163958.00,61608.00,2.58
EDR,07W (Central),2011,404541.00,147063.00,2.67
EDR,08 (Southwest),2011,118815.00,48302.00,2.4
EDR,09 (South Central),2011,231521.00,91658.00,2.41
EDR,10 (Southeast),2011,496254.00,194654.00,2.45
EDR,11 (7 County Twin Cities),2011,2873444.00,1127600.00,2.5
State,Minnesota,2010,5303925.00,2087227.00,2.48
County,Aitkin,2010,16202.00,7299.00,2.18
County,Anoka,2010,330844.00,121227.00,2.7
County,Becker,2010,32504.00,13224.00,2.42
County,Beltrami,2010,44442.00,16846.00,2.51
County,Benton,2010,38451.00,15079.00,2.48
County,Big Stone,2010,5269.00,2293.00,2.24
County,Blue Earth,2010,64013.00,24445.00,2.43
County,Brown,2010,25893.00,10782.00,2.3
County,Carlton,2010,35386.00,13538.00,2.47
County,Carver,2010,91042.00,32891.00,2.74
County,Cass,2010,28567.00,11948.00,2.37
County,Chippewa,2010,12441.00,5241.00,2.33
County,Chisago,2010,53887.00,19470.00,2.68
County,Clay,2010,58999.00,22279.00,2.48
County,Clearwater,2010,8695.00,3527.00,2.43
County,Cook,2010,5176.00,2494.00,2.05
County,Cottonwood,2010,11687.00,4857.00,2.36
County,Crow Wing,2010,62500.00,26033.00,2.37
County,Dakota,2010,398552.00,152060.00,2.6
County,Dodge,2010,20087.00,7460.00,2.67
County,Douglas,2010,36009.00,15289.00,2.32
County,Faribault,2010,14553.00,6236.00,2.28
County,Fillmore,2010,20866.00,8545.00,2.4
County,Freeborn,2010,31255.00,13177.00,2.32
County,Goodhue,2010,46183.00,18730.00,2.42
County,Grant,2010,6018.00,2601.00,2.27
County,Hennepin,2010,1152425.00,475913.00,2.37
County,Houston,2010,19027.00,7849.00,2.39
County,Hubbard,2010,20428.00,8661.00,2.34
County,Isanti,2010,37816.00,13972.00,2.67
County,Itasca,2010,45058.00,18773.00,2.35
County,Jackson,2010,10266.00,4429.00,2.29
County,Kanabec,2010,16239.00,6413.00,2.49
County,Kandiyohi,2010,42239.00,16732.00,2.46
County,Kittson,2010,4552.00,1986.00,2.24
County,Koochiching,2010,13311.00,5874.00,2.23
County,Lac qui Parle,2010,7259.00,3155.00,2.25
County,Lake,2010,10866.00,4825.00,2.21
County,Lake of the Woods,2010,4045.00,1784.00,2.24
County,Le Sueur,2010,27703.00,10758.00,2.55
County,Lincoln,2010,5896.00,2574.00,2.24
County,Lyon,2010,25857.00,10227.00,2.42
County,McLeod,2010,36651.00,14639.00,2.47
County,Mahnomen,2010,5413.00,2019.00,2.64
County,Marshall,2010,9439.00,3981.00,2.35
County,Martin,2010,20840.00,9035.00,2.27
County,Meeker,2010,23300.00,9176.00,2.5
County,Mille Lacs,2010,26097.00,10166.00,2.52
County,Morrison,2010,33198.00,13080.00,2.5
County,Mower,2010,39163.00,15828.00,2.43
County,Murray,2010,8725.00,3717.00,2.3
County,Nicollet,2010,32727.00,12201.00,2.46
County,Nobles,2010,21378.00,7946.00,2.64
County,Norman,2010,6852.00,2863.00,2.34
County,Olmsted,2010,144248.00,57080.00,2.48
County,Otter Tail,2010,57303.00,24055.00,2.33
County,Pennington,2010,13930.00,5836.00,2.33
County,Pine,2010,29750.00,11373.00,2.46
County,Pipestone,2010,9596.00,4054.00,2.32
County,Polk,2010,31600.00,12704.00,2.38
County,Pope,2010,10995.00,4736.00,2.28
County,Ramsey,2010,508640.00,202691.00,2.42
County,Red Lake,2010,4089.00,1737.00,2.33
County,Redwood,2010,16059.00,6580.00,2.38
County,Renville,2010,15730.00,6564.00,2.34
County,Rice,2010,64142.00,22315.00,2.55
County,Rock,2010,9687.00,3918.00,2.41
County,Roseau,2010,15629.00,6300.00,2.45
County,St. Louis,2010,200226.00,84783.00,2.25
County,Scott,2010,129928.00,45108.00,2.85
County,Sherburne,2010,88499.00,30212.00,2.86
County,Sibley,2010,15226.00,6034.00,2.49
County,Stearns,2010,150642.00,56232.00,2.53
County,Steele,2010,36576.00,14330.00,2.51
County,Stevens,2010,9726.00,3726.00,2.37
County,Swift,2010,9783.00,4236.00,2.27
County,Todd,2010,24895.00,9756.00,2.52
County,Traverse,2010,3558.00,1524.00,2.27
County,Wabasha,2010,21676.00,8822.00,2.43
County,Wadena,2010,13843.00,5705.00,2.34
County,Waseca,2010,19136.00,7281.00,2.44
County,Washington,2010,238136.00,87859.00,2.67
County,Watonwan,2010,11211.00,4520.00,2.45
County,Wilkin,2010,6576.00,2690.00,2.39
County,Winona,2010,51461.00,19554.00,2.4
County,Wright,2010,124700.00,44473.00,2.78
County,Yellow Medicine,2010,10438.00,4292.00,2.36
EDR,01 (Northwest),2010,86091.00,35407.00,2.37
EDR,02 (Headwaters),2010,83023.00,32837.00,2.45
EDR,03 (Arrowhead),2010,326225.00,137586.00,2.27
EDR,04 (West Central),2010,221688.00,90124.00,2.38
EDR,05 (North Central),2010,163003.00,66522.00,2.42
EDR,06E (Southwest Central),2010,117920.00,47111.00,2.46
EDR,06W (Upper MN Valley),2010,45190.00,19217.00,2.3
EDR,07E (East Central),2010,163789.00,61394.00,2.59
EDR,07W (Central),2010,402292.00,145996.00,2.67
EDR,08 (Southwest),2010,119151.00,48302.00,2.41
EDR,09 (South Central),2010,231302.00,91292.00,2.41
EDR,10 (Southeast),2010,494684.00,193690.00,2.46
EDR,11 (7 County Twin Cities),2010,2849567.00,1117749.00,2.5
State,Minnesota,2009,5300942.00,2108843.00,2.45
County,Aitkin,2009,15737.00,7111.00,2.18
County,Anoka,2009,335308.00,122105.00,2.72
County,Becker,2009,32113.00,13273.00,2.38
County,Beltrami,2009,44173.00,16480.00,2.56
County,Benton,2009,40145.00,15741.00,2.5
County,Big Stone,2009,5327.00,2222.00,2.29
County,Blue Earth,2009,61024.00,24175.00,2.35
County,Brown,2009,25929.00,10890.00,2.29
County,Carlton,2009,34266.00,13610.00,2.4
County,Carver,2009,91228.00,32867.00,2.74
County,Cass,2009,28338.00,12078.00,2.33
County,Chippewa,2009,12388.00,5344.00,2.27
County,Chisago,2009,50489.00,18220.00,2.69
County,Clay,2009,56763.00,22038.00,2.39
County,Clearwater,2009,8232.00,3415.00,2.36
County,Cook,2009,5441.00,2583.00,2.08
County,Cottonwood,2009,11096.00,4757.00,2.26
County,Crow Wing,2009,62370.00,26423.00,2.33
County,Dakota,2009,400675.00,152997.00,2.6
County,Dodge,2009,19747.00,7424.00,2.64
County,Douglas,2009,36333.00,15702.00,2.27
County,Faribault,2009,14562.00,6287.00,2.25
County,Fillmore,2009,20828.00,8528.00,2.38
County,Freeborn,2009,31035.00,13374.00,2.28
County,Goodhue,2009,45898.00,18442.00,2.43
County,Grant,2009,5849.00,2473.00,2.3
County,Hennepin,2009,1168983.00,487813.00,2.34
County,Houston,2009,19381.00,7884.00,2.42
County,Hubbard,2009,18753.00,7987.00,2.33
County,Isanti,2009,39176.00,14725.00,2.63
County,Itasca,2009,44663.00,19212.00,2.29
County,Jackson,2009,10775.00,4587.00,2.29
County,Kanabec,2009,16063.00,6427.00,2.48
County,Kandiyohi,2009,41392.00,16819.00,2.42
County,Kittson,2009,4475.00,1949.00,2.24
County,Koochiching,2009,13178.00,5937.00,2.18
County,Lac qui Parle,2009,7213.00,3162.00,2.23
County,Lake,2009,10853.00,4782.00,2.22
County,Lake of the Woods,2009,3903.00,1851.00,2.08
County,Le Sueur,2009,28068.00,11055.00,2.51
County,Lincoln,2009,5806.00,2556.00,2.2
County,Lyon,2009,24964.00,10055.00,2.36
County,McLeod,2009,37058.00,14729.00,2.48
County,Mahnomen,2009,5025.00,1997.00,2.48
County,Marshall,2009,9477.00,4078.00,2.3
County,Martin,2009,20429.00,9013.00,2.22
County,Meeker,2009,23073.00,9218.00,2.46
County,Mille Lacs,2009,26378.00,10521.00,2.46
County,Morrison,2009,32722.00,13101.00,2.46
County,Mower,2009,38105.00,16034.00,2.33
County,Murray,2009,8410.00,3660.00,2.26
County,Nicollet,2009,32153.00,12102.00,2.43
County,Nobles,2009,20402.00,8065.00,2.48
County,Norman,2009,6628.00,2861.00,2.25
County,Olmsted,2009,143378.00,57109.00,2.45
County,Otter Tail,2009,56556.00,24010.00,2.3
County,Pennington,2009,13738.00,5852.00,2.28
County,Pine,2009,28308.00,11014.00,2.41
County,Pipestone,2009,9339.00,4056.00,2.25
County,Polk,2009,30817.00,12527.00,2.34
County,Pope,2009,10922.00,4672.00,2.28
County,Ramsey,2009,517748.00,209214.00,2.38
County,Red Lake,2009,4157.00,1779.00,2.25
County,Redwood,2009,15518.00,6521.00,2.31
County,Renville,2009,15985.00,6760.00,2.31
County,Rice,2009,63408.00,21993.00,2.54
County,Rock,2009,9517.00,3945.00,2.36
County,Roseau,2009,15921.00,6366.00,2.46
County,St. Louis,2009,196036.00,84657.00,2.2
County,Scott,2009,130953.00,45396.00,2.86
County,Sherburne,2009,88122.00,30054.00,2.86
County,Sibley,2009,14988.00,5947.00,2.47
County,Stearns,2009,148671.00,56487.00,2.5
County,Steele,2009,36792.00,14398.00,2.52
County,Stevens,2009,9648.00,3877.00,2.26
County,Swift,2009,10825.00,4289.00,2.27
County,Todd,2009,23864.00,9784.00,2.41
County,Traverse,2009,3581.00,1576.00,2.2
County,Wabasha,2009,21900.00,8890.00,2.43
County,Wadena,2009,13381.00,5624.00,2.3
County,Waseca,2009,18989.00,7324.00,2.45
County,Washington,2009,236917.00,88120.00,2.65
County,Watonwan,2009,11040.00,4546.00,2.39
County,Wilkin,2009,6419.00,2673.00,2.34
County,Winona,2009,49980.00,19731.00,2.31
County,Wright,2009,120684.00,44627.00,2.68
County,Yellow Medicine,2009,10040.00,4286.00,2.27
EDR,01 (Northwest),2009,85213.00,35412.00,2.33
EDR,02 (Headwaters),2009,80086.00,31730.00,2.45
EDR,03 (Arrowhead),2009,320174.00,137892.00,2.23
EDR,04 (West Central),2009,218184.00,90294.00,2.33
EDR,05 (North Central),2009,160675.00,67010.00,2.36
EDR,06E (Southwest Central),2009,117508.00,47526.00,2.43
EDR,06W (Upper MN Valley),2009,45793.00,19303.00,2.26
EDR,07E (East Central),2009,160414.00,60907.00,2.56
EDR,07W (Central),2009,397622.00,146909.00,2.63
EDR,08 (Southwest),2009,115827.00,48202.00,2.33
EDR,09 (South Central),2009,227182.00,91339.00,2.37
EDR,10 (Southeast),2009,490452.00,193807.00,2.43
EDR,11 (7 County Twin Cities),2009,2881812.00,1138512.00,2.48
State,Minnesota,2008,5287976.00,2095574.00,2.46
County,Aitkin,2008,16054.00,7235.00,2.19
County,Anoka,2008,332751.00,120891.00,2.72
County,Becker,2008,32302.00,13280.00,2.4
County,Beltrami,2008,43861.00,16397.00,2.56
County,Benton,2008,39805.00,15611.00,2.5
County,Big Stone,2008,5466.00,2261.00,2.31
County,Blue Earth,2008,60393.00,23974.00,2.35
County,Brown,2008,26155.00,10898.00,2.31
County,Carlton,2008,34128.00,13503.00,2.41
County,Carver,2008,89615.00,32283.00,2.74
County,Cass,2008,28654.00,12112.00,2.35
County,Chippewa,2008,12512.00,5365.00,2.28
County,Chisago,2008,50384.00,18057.00,2.71
County,Clay,2008,55900.00,21599.00,2.4
County,Clearwater,2008,8247.00,3412.00,2.37
County,Cook,2008,5437.00,2578.00,2.09
County,Cottonwood,2008,11222.00,4784.00,2.27
County,Crow Wing,2008,61739.00,26053.00,2.33
County,Dakota,2008,398487.00,151450.00,2.61
County,Dodge,2008,19774.00,7415.00,2.64
County,Douglas,2008,36151.00,15540.00,2.29
County,Faribault,2008,14784.00,6344.00,2.26
County,Fillmore,2008,20940.00,8518.00,2.4
County,Freeborn,2008,31187.00,13393.00,2.29
County,Goodhue,2008,46018.00,18419.00,2.44
County,Grant,2008,5993.00,2521.00,2.31
County,Hennepin,2008,1169151.00,485377.00,2.35
County,Houston,2008,19561.00,7918.00,2.43
County,Hubbard,2008,18823.00,7980.00,2.34
County,Isanti,2008,39059.00,14663.00,2.63
County,Itasca,2008,44379.00,19039.00,2.3
County,Jackson,2008,10842.00,4596.00,2.3
County,Kanabec,2008,16311.00,6492.00,2.5
County,Kandiyohi,2008,41689.00,16819.00,2.44
County,Kittson,2008,4615.00,1989.00,2.26
County,Koochiching,2008,13302.00,5975.00,2.19
County,Lac qui Parle,2008,7321.00,3176.00,2.25
County,Lake,2008,10970.00,4808.00,2.23
County,Lake of the Woods,2008,3999.00,1888.00,2.09
County,Le Sueur,2008,28022.00,11034.00,2.51
County,Lincoln,2008,5882.00,2570.00,2.21
County,Lyon,2008,24865.00,9943.00,2.37
County,McLeod,2008,37289.00,14791.00,2.49
County,Mahnomen,2008,5085.00,2014.00,2.49
County,Marshall,2008,9648.00,4135.00,2.31
County,Martin,2008,20637.00,9042.00,2.24
County,Meeker,2008,23141.00,9193.00,2.47
County,Mille Lacs,2008,26397.00,10500.00,2.46
County,Morrison,2008,32831.00,13023.00,2.48
County,Mower,2008,38080.00,15978.00,2.34
County,Murray,2008,8526.00,3682.00,2.28
County,Nicollet,2008,32024.00,12023.00,2.44
County,Nobles,2008,20386.00,7988.00,2.5
County,Norman,2008,6789.00,2891.00,2.28
County,Olmsted,2008,141326.00,56383.00,2.45
County,Otter Tail,2008,56875.00,23956.00,2.32
County,Pennington,2008,13694.00,5805.00,2.29
County,Pine,2008,28328.00,11014.00,2.42
County,Pipestone,2008,9364.00,4053.00,2.26
County,Polk,2008,30854.00,12529.00,2.34
County,Pope,2008,11073.00,4703.00,2.29
County,Ramsey,2008,517398.00,208611.00,2.39
County,Red Lake,2008,4111.00,1761.00,2.25
County,Redwood,2008,15680.00,6538.00,2.33
County,Renville,2008,16308.00,6817.00,2.34
County,Rice,2008,62898.00,21914.00,2.55
County,Rock,2008,9459.00,3923.00,2.36
County,Roseau,2008,16010.00,6376.00,2.47
County,St. Louis,2008,195797.00,84553.00,2.2
County,Scott,2008,128500.00,44645.00,2.85
County,Sherburne,2008,87894.00,29837.00,2.86
County,Sibley,2008,15098.00,5945.00,2.5
County,Stearns,2008,146989.00,55217.00,2.53
County,Steele,2008,36735.00,14374.00,2.51
County,Stevens,2008,9693.00,3873.00,2.27
County,Swift,2008,11312.00,4310.00,2.29
County,Todd,2008,24065.00,9764.00,2.43
County,Traverse,2008,3724.00,1617.00,2.23
County,Wabasha,2008,22205.00,8947.00,2.45
County,Wadena,2008,13532.00,5646.00,2.32
County,Waseca,2008,19456.00,7302.00,2.46
County,Washington,2008,234348.00,86709.00,2.66
County,Watonwan,2008,11286.00,4588.00,2.42
County,Wilkin,2008,6565.00,2696.00,2.37
County,Winona,2008,50209.00,19541.00,2.34
County,Wright,2008,119335.00,43878.00,2.7
County,Yellow Medicine,2008,10272.00,4329.00,2.3
EDR,01 (Northwest),2008,85721.00,35486.00,2.34
EDR,02 (Headwaters),2008,80015.00,31691.00,2.45
EDR,03 (Arrowhead),2008,320067.00,137691.00,2.23
EDR,04 (West Central),2008,218276.00,89785.00,2.34
EDR,05 (North Central),2008,160821.00,66598.00,2.38
EDR,06E (Southwest Central),2008,118427.00,47620.00,2.45
EDR,06W (Upper MN Valley),2008,46883.00,19441.00,2.29
EDR,07E (East Central),2008,160479.00,60726.00,2.57
EDR,07W (Central),2008,394023.00,144543.00,2.65
