Geography Type,Geography Name,Year,Population,Households,Persons Per Household (PPH)
County,Mille Lacs,2002,23531.00,9181.00,2.51
County,Morrison,2002,32356.00,12226.00,2.6
County,Mower,2002,38940.00,15828.00,2.4
County,Murray,2002,9086.00,3734.00,2.38
County,Nicollet,2002,30471.00,11041.00,2.52
County,Nobles,2002,20532.00,7879.00,2.55
County,Norman,2002,7326.00,2984.00,2.38
County,Olmsted,2002,129804.00,50563.00,2.5
County,Otter Tail,2002,57992.00,23176.00,2.44
County,Pennington,2002,13563.00,5591.00,2.34
County,Pine,2002,27340.00,10354.00,2.5
County,Pipestone,2002,9840.00,4091.00,2.34
County,Polk,2002,31253.00,12182.00,2.44
County,Pope,2002,11216.00,4577.00,2.38
County,Ramsey,2002,514748.00,203440.00,2.44
County,Red Lake,2002,4296.00,1747.00,2.36
County,Redwood,2002,16519.00,6642.00,2.41
County,Renville,2002,17076.00,6819.00,2.44
County,Rice,2002,58628.00,19658.00,2.63
County,Rock,2002,9809.00,3908.00,2.45
County,Roseau,2002,16251.00,6236.00,2.57
County,St. Louis,2002,199805.00,83159.00,2.29
County,Scott,2002,99488.00,35143.00,2.79
County,Sherburne,2002,71537.00,24040.00,2.9
County,Sibley,2002,15435.00,5860.00,2.57
County,Stearns,2002,136452.00,49376.00,2.61
County,Steele,2002,34429.00,13212.00,2.55
County,Stevens,2002,10011.00,3764.00,2.38
County,Swift,2002,11556.00,4335.00,2.36
County,Todd,2002,24465.00,9472.00,2.55
County,Traverse,2002,3965.00,1667.00,2.31
County,Wabasha,2002,21883.00,8465.00,2.54
County,Wadena,2002,13674.00,5469.00,2.41
County,Waseca,2002,19541.00,7119.00,2.53
County,Washington,2002,210724.00,76069.00,2.72
County,Watonwan,2002,11789.00,4636.00,2.5
County,Wilkin,2002,7020.00,2743.00,2.5
County,Winona,2002,49623.00,18778.00,2.43
County,Wright,2002,98410.00,34748.00,2.8
County,Yellow Medicine,2002,10820.00,4381.00,2.39
EDR,01 (Northwest),2002,87716.00,34932.00,2.43
EDR,02 (Headwaters),2002,77371.00,29621.00,2.52
EDR,03 (Arrowhead),2002,322339.00,133647.00,2.32
EDR,04 (West Central),2002,212935.00,83687.00,2.44
EDR,05 (North Central),2002,155452.00,61709.00,2.47
EDR,06E (Southwest Central),2002,116758.00,45520.00,2.51
EDR,06W (Upper MN Valley),2002,49026.00,19746.00,2.37
EDR,07E (East Central),2002,144876.00,53507.00,2.64
EDR,07W (Central),2002,342754.00,122141.00,2.72
EDR,08 (Southwest),2002,120650.00,48196.00,2.43
EDR,09 (South Central),2002,224385.00,86673.00,2.46
EDR,10 (Southeast),2002,470483.00,180404.00,2.5
EDR,11 (7 County Twin Cities),2002,2708916.00,1053853.00,2.52
State,Minnesota,2001,4977976.00,1923495.00,2.52
County,Aitkin,2001,15434.00,6738.00,2.26
County,Anoka,2001,302271.00,108326.00,2.76
County,Becker,2001,30329.00,12029.00,2.48
County,Beltrami,2001,40222.00,14575.00,2.62
County,Benton,2001,35286.00,13528.00,2.55
County,Big Stone,2001,5751.00,2360.00,2.36
County,Blue Earth,2001,56271.00,21327.00,2.44
County,Brown,2001,26757.00,10601.00,2.41
County,Carlton,2001,32146.00,12293.00,2.48
County,Carver,2001,73305.00,25636.00,2.81
County,Cass,2001,27650.00,11155.00,2.43
County,Chippewa,2001,13041.00,5371.00,2.37
County,Chisago,2001,43090.00,15173.00,2.78
County,Clay,2001,51604.00,18901.00,2.51
County,Clearwater,2001,8416.00,3345.00,2.46
County,Cook,2001,5175.00,2369.00,2.16
County,Cottonwood,2001,12048.00,4917.00,2.36
County,Crow Wing,2001,56281.00,22810.00,2.42
County,Dakota,2001,362348.00,133966.00,2.68
County,Dodge,2001,18186.00,6610.00,2.72
County,Douglas,2001,33368.00,13565.00,2.4
County,Faribault,2001,16055.00,6647.00,2.34
County,Fillmore,2001,21282.00,8331.00,2.49
County,Freeborn,2001,32569.00,13423.00,2.38
County,Goodhue,2001,44664.00,17255.00,2.52
County,Grant,2001,6280.00,2543.00,2.39
County,Hennepin,2001,1123420.00,459629.00,2.38
County,Houston,2001,19868.00,7723.00,2.52
County,Hubbard,2001,18459.00,7503.00,2.43
County,Isanti,2001,32332.00,11636.00,2.73
County,Itasca,2001,44036.00,17950.00,2.41
County,Jackson,2001,11195.00,4554.00,2.39
County,Kanabec,2001,15285.00,5876.00,2.57
County,Kandiyohi,2001,41326.00,16080.00,2.51
County,Kittson,2001,5182.00,2137.00,2.35
County,Koochiching,2001,14160.00,6025.00,2.3
County,Lac qui Parle,2001,8019.00,3315.00,2.35
County,Lake,2001,11083.00,4678.00,2.3
County,Lake of the Woods,2001,4492.00,1907.00,2.33
County,Le Sueur,2001,25645.00,9762.00,2.59
County,Lincoln,2001,6415.00,2668.00,2.32
County,Lyon,2001,25462.00,9771.00,2.47
County,McLeod,2001,35244.00,13620.00,2.55
County,Mahnomen,2001,5248.00,2000.00,2.58
County,Marshall,2001,10018.00,4080.00,2.42
County,Martin,2001,21781.00,9120.00,2.33
County,Meeker,2001,22806.00,8699.00,2.56
County,Mille Lacs,2001,22954.00,8910.00,2.51
County,Morrison,2001,32183.00,12067.00,2.62
County,Mower,2001,38715.00,15665.00,2.41
County,Murray,2001,9155.00,3739.00,2.4
County,Nicollet,2001,30085.00,10867.00,2.54
County,Nobles,2001,20748.00,7941.00,2.56
County,Norman,2001,7422.00,3013.00,2.39
County,Olmsted,2001,127123.00,49262.00,2.51
County,Otter Tail,2001,57564.00,22934.00,2.45
County,Pennington,2001,13556.00,5563.00,2.36
County,Pine,2001,26939.00,10160.00,2.51
County,Pipestone,2001,9883.00,4092.00,2.35
County,Polk,2001,31315.00,12124.00,2.45
County,Pope,2001,11273.00,4559.00,2.4
County,Ramsey,2001,512629.00,202011.00,2.45
County,Red Lake,2001,4292.00,1737.00,2.37
County,Redwood,2001,16778.00,6686.00,2.43
County,Renville,2001,17094.00,6786.00,2.46
County,Rice,2001,57649.00,19268.00,2.63
County,Rock,2001,9745.00,3876.00,2.45
County,Roseau,2001,16349.00,6237.00,2.58
County,St. Louis,2001,199999.00,82859.00,2.3
County,Scott,2001,94838.00,32902.00,2.85
County,Sherburne,2001,68177.00,22862.00,2.9
County,Sibley,2001,15410.00,5820.00,2.59
County,Stearns,2001,134701.00,48436.00,2.62
County,Steele,2001,34106.00,13044.00,2.56
County,Stevens,2001,10039.00,3763.00,2.4
County,Swift,2001,11886.00,4354.00,2.38
County,Todd,2001,24514.00,9426.00,2.56
County,Traverse,2001,4048.00,1692.00,2.33
County,Wabasha,2001,21725.00,8356.00,2.55
County,Wadena,2001,13730.00,5461.00,2.43
County,Waseca,2001,19554.00,7097.00,2.55
County,Washington,2001,206027.00,73604.00,2.75
County,Watonwan,2001,11844.00,4630.00,2.52
County,Wilkin,2001,7081.00,2745.00,2.52
County,Winona,2001,50029.00,18850.00,2.44
County,Wright,2001,94496.00,33139.00,2.82
County,Yellow Medicine,2001,11016.00,4431.00,2.41
EDR,01 (Northwest),2001,88134.00,34891.00,2.45
EDR,02 (Headwaters),2001,76837.00,29330.00,2.54
EDR,03 (Arrowhead),2001,322033.00,132912.00,2.33
EDR,04 (West Central),2001,211586.00,82731.00,2.46
EDR,05 (North Central),2001,154358.00,60919.00,2.49
EDR,06E (Southwest Central),2001,116470.00,45185.00,2.53
EDR,06W (Upper MN Valley),2001,49713.00,19831.00,2.38
EDR,07E (East Central),2001,140600.00,51755.00,2.65
EDR,07W (Central),2001,332660.00,117965.00,2.73
EDR,08 (Southwest),2001,121429.00,48244.00,2.44
EDR,09 (South Central),2001,223402.00,85871.00,2.47
EDR,10 (Southeast),2001,465916.00,177787.00,2.52
EDR,11 (7 County Twin Cities),2001,2674838.00,1036074.00,2.53
State,Minnesota,2000,4919492.00,1895133.00,2.52
County,Aitkin,2000,15301.00,6644.00,2.27
County,Anoka,2000,298084.00,106428.00,2.77
County,Becker,2000,30000.00,11844.00,2.49
County,Beltrami,2000,39650.00,14337.00,2.63
County,Benton,2000,34226.00,13065.00,2.56
County,Big Stone,2000,5820.00,2377.00,2.37
County,Blue Earth,2000,55941.00,21062.00,2.46
County,Brown,2000,26911.00,10598.00,2.42
County,Carlton,2000,31671.00,12064.00,2.5
County,Carver,2000,70205.00,24356.00,2.84
County,Cass,2000,27150.00,10893.00,2.45
County,Chippewa,2000,13088.00,5361.00,2.38
County,Chisago,2000,41101.00,14454.00,2.79
County,Clay,2000,51229.00,18670.00,2.52
County,Clearwater,2000,8423.00,3330.00,2.47
County,Cook,2000,5168.00,2350.00,2.17
County,Cottonwood,2000,12167.00,4917.00,2.39
County,Crow Wing,2000,55099.00,22250.00,2.42
County,Dakota,2000,355904.00,131151.00,2.69
County,Dodge,2000,17731.00,6420.00,2.73
County,Douglas,2000,32821.00,13276.00,2.42
County,Faribault,2000,16181.00,6652.00,2.36
County,Fillmore,2000,21122.00,8228.00,2.5
County,Freeborn,2000,32584.00,13356.00,2.39
County,Goodhue,2000,44127.00,16983.00,2.53
County,Grant,2000,6289.00,2534.00,2.4
County,Hennepin,2000,1116033.00,456129.00,2.38
County,Houston,2000,19718.00,7633.00,2.53
County,Hubbard,2000,18376.00,7435.00,2.44
County,Isanti,2000,31287.00,11236.00,2.74
County,Itasca,2000,43992.00,17789.00,2.43
County,Jackson,2000,11268.00,4556.00,2.4
County,Kanabec,2000,14996.00,5759.00,2.58
County,Kandiyohi,2000,41203.00,15936.00,2.53
County,Kittson,2000,5285.00,2167.00,2.37
County,Koochiching,2000,14355.00,6040.00,2.32
County,Lac qui Parle,2000,8067.00,3316.00,2.36
County,Lake,2000,11058.00,4646.00,2.32
County,Lake of the Woods,2000,4522.00,1903.00,2.35
County,Le Sueur,2000,25426.00,9630.00,2.6
County,Lincoln,2000,6429.00,2653.00,2.34
County,Lyon,2000,25425.00,9715.00,2.48
County,McLeod,2000,34898.00,13449.00,2.55
County,Mahnomen,2000,5190.00,1969.00,2.59
County,Marshall,2000,10155.00,4101.00,2.44
County,Martin,2000,21802.00,9067.00,2.35
County,Meeker,2000,22644.00,8590.00,2.57
County,Mille Lacs,2000,22330.00,8638.00,2.52
County,Morrison,2000,31712.00,11816.00,2.63
County,Mower,2000,38603.00,15582.00,2.42
County,Murray,2000,9165.00,3722.00,2.41
County,Nicollet,2000,29771.00,10642.00,2.55
County,Nobles,2000,20832.00,7939.00,2.57
County,Norman,2000,7442.00,3010.00,2.41
County,Olmsted,2000,124277.00,47807.00,2.53
County,Otter Tail,2000,57159.00,22671.00,2.45
County,Pennington,2000,13584.00,5525.00,2.37
County,Pine,2000,26530.00,9939.00,2.53
County,Pipestone,2000,9895.00,4069.00,2.37
County,Polk,2000,31369.00,12070.00,2.47
County,Pope,2000,11236.00,4513.00,2.42
County,Ramsey,2000,511202.00,201236.00,2.45
County,Red Lake,2000,4299.00,1727.00,2.39
County,Redwood,2000,16815.00,6674.00,2.44
County,Renville,2000,17154.00,6779.00,2.47
County,Rice,2000,56665.00,18888.00,2.64
County,Rock,2000,9721.00,3843.00,2.46
County,Roseau,2000,16338.00,6190.00,2.6
County,St. Louis,2000,200528.00,82619.00,2.31
County,Scott,2000,89498.00,30692.00,2.88
County,Sherburne,2000,64417.00,21581.00,2.9
County,Sibley,2000,15356.00,5772.00,2.6
County,Stearns,2000,133166.00,47604.00,2.64
County,Steele,2000,33680.00,12846.00,2.57
County,Stevens,2000,10053.00,3751.00,2.42
County,Swift,2000,11956.00,4353.00,2.39
County,Todd,2000,24426.00,9342.00,2.58
County,Traverse,2000,4134.00,1717.00,2.34
County,Wabasha,2000,21610.00,8277.00,2.56
County,Wadena,2000,13713.00,5426.00,2.44
County,Waseca,2000,19526.00,7059.00,2.56
County,Washington,2000,201130.00,71462.00,2.76
County,Watonwan,2000,11876.00,4627.00,2.52
County,Wilkin,2000,7138.00,2752.00,2.54
County,Winona,2000,49985.00,18744.00,2.46
County,Wright,2000,89986.00,31465.00,2.83
County,Yellow Medicine,2000,11080.00,4439.00,2.42
EDR,01 (Northwest),2000,88472.00,34790.00,2.46
EDR,02 (Headwaters),2000,76161.00,28974.00,2.55
EDR,03 (Arrowhead),2000,322073.00,132152.00,2.35
EDR,04 (West Central),2000,210059.00,81728.00,2.47
EDR,05 (North Central),2000,152100.00,59727.00,2.5
EDR,06E (Southwest Central),2000,115899.00,44754.00,2.54
EDR,06W (Upper MN Valley),2000,50011.00,19846.00,2.39
EDR,07E (East Central),2000,136244.00,50026.00,2.66
EDR,07W (Central),2000,321802.00,113719.00,2.74
EDR,08 (Southwest),2000,121717.00,48088.00,2.45
EDR,09 (South Central),2000,222790.00,85109.00,2.49
EDR,10 (Southeast),2000,460102.00,174764.00,2.53
EDR,11 (7 County Twin Cities),2000,2642062.00,1021456.00,2.53
State,Minnesota,1999,4838398.00,1859277.00,2.54
County,Aitkin,1999,14235.00,6061.00,2.35
County,Anoka,1999,297776.00,103423.00,2.88
County,Becker,1999,29779.00,11501.00,2.59
County,Beltrami,1999,38644.00,13817.00,2.8
County,Benton,1999,35110.00,13074.00,2.69
County,Big Stone,1999,5794.00,2330.00,2.49
County,Blue Earth,1999,55877.00,20589.00,2.71
County,Brown,1999,28012.00,10839.00,2.58
County,Carlton,1999,31591.00,11783.00,2.68
County,Carver,1999,66168.00,23524.00,2.81
County,Cass,1999,25644.00,10112.00,2.54
County,Chippewa,1999,13152.00,5380.00,2.44
County,Chisago,1999,42041.00,14744.00,2.85
County,Clay,1999,53322.00,19284.00,2.77
County,Clearwater,1999,8392.00,3206.00,2.62
County,Cook,1999,4595.00,1990.00,2.31
County,Cottonwood,1999,12773.00,5121.00,2.49
County,Crow Wing,1999,52698.00,20935.00,2.52
County,Dakota,1999,347245.00,126748.00,2.74
County,Dodge,1999,17504.00,6299.00,2.78
County,Douglas,1999,31800.00,12577.00,2.53
County,Faribault,1999,16364.00,6740.00,2.43
County,Fillmore,1999,20914.00,8110.00,2.58
County,Freeborn,1999,32238.00,13068.00,2.47
County,Goodhue,1999,43469.00,16754.00,2.59
County,Grant,1999,6165.00,2496.00,2.47
County,Hennepin,1999,1089024.00,449330.00,2.42
County,Houston,1999,19545.00,7443.00,2.63
County,Hubbard,1999,17177.00,6907.00,2.49
County,Isanti,1999,30826.00,10894.00,2.83
County,Itasca,1999,43986.00,16940.00,2.6
County,Jackson,1999,11636.00,4649.00,2.5
County,Kanabec,1999,14432.00,5488.00,2.63
County,Kandiyohi,1999,41942.00,16056.00,2.61
County,Kittson,1999,5376.00,2210.00,2.43
County,Koochiching,1999,15679.00,6115.00,2.56
County,Lac qui Parle,1999,8413.00,3404.00,2.47
County,Lake,1999,10745.00,4451.00,2.41
County,Lake of the Woods,1999,4618.00,1812.00,2.55
County,Le Sueur,1999,25482.00,9466.00,2.69
County,Lincoln,1999,6585.00,2657.00,2.48
County,Lyon,1999,25505.00,9738.00,2.62
County,McLeod,1999,35364.00,13438.00,2.63
County,Mahnomen,1999,5166.00,1937.00,2.67
County,Marshall,1999,10383.00,4115.00,2.52
County,Martin,1999,22694.00,9276.00,2.45
County,Meeker,1999,21929.00,8283.00,2.65
County,Mille Lacs,1999,21355.00,8064.00,2.65
County,Morrison,1999,31756.00,11577.00,2.74
County,Mower,1999,37583.00,15491.00,2.43
County,Murray,1999,9544.00,3825.00,2.5
County,Nicollet,1999,30464.00,10667.00,2.86
County,Nobles,1999,19920.00,7894.00,2.52
County,Norman,1999,7637.00,3076.00,2.48
County,Olmsted,1999,121452.00,47247.00,2.57
County,Otter Tail,1999,55192.00,21843.00,2.53
County,Pennington,1999,13606.00,5471.00,2.49
County,Pine,1999,24496.00,9083.00,2.7
County,Pipestone,1999,10343.00,4122.00,2.51
County,Polk,1999,32004.00,12119.00,2.64
County,Pope,1999,10980.00,4368.00,2.51
County,Ramsey,1999,497919.00,200184.00,2.49
County,Red Lake,1999,4384.00,1742.00,2.52
County,Redwood,1999,17193.00,6735.00,2.55
County,Renville,1999,17412.00,6858.00,2.54
County,Rice,1999,54888.00,18818.00,2.92
County,Rock,1999,9801.00,3851.00,2.55
County,Roseau,1999,16314.00,6095.00,2.68
County,St. Louis,1999,199080.00,81435.00,2.44
County,Scott,1999,81534.00,28287.00,2.88
County,Sherburne,1999,63182.00,20853.00,3.03
County,Sibley,1999,14997.00,5664.00,2.65
County,Stearns,1999,133977.00,46439.00,2.89
County,Steele,1999,32965.00,12632.00,2.61
County,Stevens,1999,10535.00,3936.00,2.68
County,Swift,1999,11338.00,4310.00,2.63
County,Todd,1999,24191.00,9185.00,2.63
County,Traverse,1999,4212.00,1746.00,2.41
County,Wabasha,1999,21118.00,8030.00,2.63
County,Wadena,1999,13398.00,5210.00,2.57
County,Waseca,1999,19403.00,7065.00,2.75
County,Washington,1999,198606.00,69630.00,2.85
County,Watonwan,1999,11643.00,4614.00,2.52
County,Wilkin,1999,7319.00,2832.00,2.58
County,Winona,1999,49576.00,18340.00,2.7
County,Wright,1999,87779.00,30150.00,2.91
County,Yellow Medicine,1999,11493.00,4675.00,2.46
EDR,01 (Northwest),1999,89704.00,34828.00,2.51
EDR,02 (Headwaters),1999,73997.00,27679.00,2.6
EDR,03 (Arrowhead),1999,319911.00,128775.00,2.42
EDR,04 (West Central),1999,209304.00,80583.00,2.5
EDR,05 (North Central),1999,147687.00,57019.00,2.55
EDR,06E (Southwest Central),1999,116647.00,44635.00,2.57
EDR,06W (Upper MN Valley),1999,50190.00,20099.00,2.39
EDR,07E (East Central),1999,133150.00,48273.00,2.7
EDR,07W (Central),1999,320048.00,110516.00,2.81
EDR,08 (Southwest),1999,123300.00,48592.00,2.46
EDR,09 (South Central),1999,224936.00,84920.00,2.53
EDR,10 (Southeast),1999,451252.00,172232.00,2.53
EDR,11 (7 County Twin Cities),1999,2578272.00,1001126.00,2.53
State,Minnesota,1998,4782264.00,1832191.00,2.55
County,Aitkin,1998,14099.00,5951.00,2.37
County,Anoka,1998,290871.00,100685.00,2.89
County,Becker,1998,29582.00,11379.00,2.6
County,Beltrami,1998,37899.00,13534.00,2.8
County,Benton,1998,34431.00,12809.00,2.69
County,Big Stone,1998,5875.00,2351.00,2.5
County,Blue Earth,1998,55611.00,20466.00,2.72
County,Brown,1998,27976.00,10801.00,2.59
County,Carlton,1998,31496.00,11713.00,2.69
County,Carver,1998,63358.00,22444.00,2.82
County,Cass,1998,24997.00,9832.00,2.54
County,Chippewa,1998,13053.00,5272.00,2.48
County,Chisago,1998,40237.00,14073.00,2.86
County,Clay,1998,53183.00,19136.00,2.78
County,Clearwater,1998,8423.00,3208.00,2.63
County,Cook,1998,4501.00,1944.00,2.32
County,Cottonwood,1998,12923.00,5142.00,2.51
County,Crow Wing,1998,51605.00,20399.00,2.53
County,Dakota,1998,339256.00,123541.00,2.75
County,Dodge,1998,17298.00,6199.00,2.79
County,Douglas,1998,31481.00,12382.00,2.54
County,Faribault,1998,16432.00,6735.00,2.44
County,Fillmore,1998,20967.00,8092.00,2.59
County,Freeborn,1998,32324.00,13067.00,2.47
County,Goodhue,1998,43266.00,16597.00,2.61
County,Grant,1998,6201.00,2504.00,2.48
County,Hennepin,1998,1081875.00,445149.00,2.43
County,Houston,1998,19412.00,7354.00,2.64
County,Hubbard,1998,16905.00,6731.00,2.51
County,Isanti,1998,30038.00,10540.00,2.85
County,Itasca,1998,43729.00,16826.00,2.6
County,Jackson,1998,11728.00,4662.00,2.52
County,Kanabec,1998,14220.00,5397.00,2.63
County,Kandiyohi,1998,41782.00,15926.00,2.62
County,Kittson,1998,5455.00,2221.00,2.46
County,Koochiching,1998,15826.00,6136.00,2.58
County,Lac qui Parle,1998,8540.00,3435.00,2.49
County,Lake,1998,10700.00,4431.00,2.41
County,Lake of the Woods,1998,4553.00,1784.00,2.55
County,Le Sueur,1998,25181.00,9328.00,2.7
County,Lincoln,1998,6644.00,2672.00,2.49
County,Lyon,1998,25484.00,9697.00,2.63
County,McLeod,1998,34881.00,13173.00,2.65
County,Mahnomen,1998,5190.00,1938.00,2.68
County,Marshall,1998,10465.00,4120.00,2.54
County,Martin,1998,22782.00,9267.00,2.46
County,Meeker,1998,21911.00,8231.00,2.66
County,Mille Lacs,1998,21026.00,7934.00,2.65
County,Morrison,1998,31496.00,11401.00,2.76
County,Mower,1998,37582.00,15426.00,2.44
County,Murray,1998,9573.00,3818.00,2.51
County,Nicollet,1998,30119.00,10549.00,2.86
County,Nobles,1998,20276.00,8013.00,2.53
County,Norman,1998,7636.00,3080.00,2.48
County,Olmsted,1998,119038.00,46111.00,2.58
County,Otter Tail,1998,54404.00,21479.00,2.53
County,Pennington,1998,13617.00,5453.00,2.5
County,Pine,1998,23937.00,8846.00,2.71
County,Pipestone,1998,10437.00,4136.00,2.52
County,Polk,1998,31765.00,12010.00,2.64
County,Pope,1998,10979.00,4351.00,2.52
County,Ramsey,1998,498090.00,199389.00,2.5
County,Red Lake,1998,4404.00,1742.00,2.53
County,Redwood,1998,17262.00,6729.00,2.57
County,Renville,1998,17481.00,6846.00,2.55
County,Rice,1998,54101.00,18468.00,2.93
County,Rock,1998,9855.00,3848.00,2.56
County,Roseau,1998,16286.00,6048.00,2.69
County,St. Louis,1998,199454.00,81156.00,2.46
County,Scott,1998,77924.00,26739.00,2.91
County,Sherburne,1998,59945.00,19755.00,3.03
County,Sibley,1998,14943.00,5620.00,2.66
County,Stearns,1998,131981.00,45538.00,2.9
County,Steele,1998,32561.00,12425.00,2.62
County,Stevens,1998,10609.00,3943.00,2.69
County,Swift,1998,11335.00,4329.00,2.62
County,Todd,1998,23994.00,9046.00,2.65
County,Traverse,1998,4250.00,1753.00,2.42
County,Wabasha,1998,20901.00,7905.00,2.64
County,Wadena,1998,13456.00,5212.00,2.58
County,Waseca,1998,18744.00,7021.00,2.67
County,Washington,1998,192979.00,67399.00,2.86
County,Watonwan,1998,11690.00,4618.00,2.53
County,Wilkin,1998,7316.00,2810.00,2.6
County,Winona,1998,49673.00,18217.00,2.73
County,Wright,1998,84926.00,29073.00,2.92
County,Yellow Medicine,1998,11573.00,4681.00,2.47
EDR,01 (Northwest),1998,89628.00,34674.00,2.52
EDR,02 (Headwaters),1998,72970.00,27195.00,2.61
EDR,03 (Arrowhead),1998,319805.00,128157.00,2.43
EDR,04 (West Central),1998,208005.00,79737.00,2.51
EDR,05 (North Central),1998,145548.00,55890.00,2.56
EDR,06E (Southwest Central),1998,116055.00,44176.00,2.58
EDR,06W (Upper MN Valley),1998,50376.00,20068.00,2.41
EDR,07E (East Central),1998,129458.00,46790.00,2.71
EDR,07W (Central),1998,311283.00,107175.00,2.81
EDR,08 (Southwest),1998,124182.00,48717.00,2.48
EDR,09 (South Central),1998,223478.00,84405.00,2.54
EDR,10 (Southeast),1998,447123.00,169861.00,2.54
EDR,11 (7 County Twin Cities),1998,2544353.00,985346.00,2.53
State,Minnesota,1997,4735830.00,1809628.00,2.55
County,Aitkin,1997,13949.00,5873.00,2.38
County,Anoka,1997,285271.00,98570.00,2.89
County,Becker,1997,29394.00,11253.00,2.61
County,Beltrami,1997,37615.00,13312.00,2.83
County,Benton,1997,34057.00,12632.00,2.7
County,Big Stone,1997,5915.00,2355.00,2.51
County,Blue Earth,1997,55286.00,20329.00,2.72
County,Brown,1997,28006.00,10775.00,2.6
County,Carlton,1997,30974.00,11627.00,2.66
County,Carver,1997,61377.00,21723.00,2.83
County,Cass,1997,24531.00,9582.00,2.56
County,Chippewa,1997,13183.00,5305.00,2.49
County,Chisago,1997,38937.00,13599.00,2.86
County,Clay,1997,52994.00,19025.00,2.79
County,Clearwater,1997,8467.00,3209.00,2.64
County,Cook,1997,4437.00,1912.00,2.32
County,Cottonwood,1997,12930.00,5144.00,2.51
County,Crow Wing,1997,50578.00,19968.00,2.53
County,Dakota,1997,332657.00,120715.00,2.76
County,Dodge,1997,17122.00,6119.00,2.8
County,Douglas,1997,31274.00,12249.00,2.55
County,Faribault,1997,16548.00,6747.00,2.45
County,Fillmore,1997,20969.00,8071.00,2.6
County,Freeborn,1997,32429.00,13062.00,2.48
County,Goodhue,1997,42987.00,16435.00,2.62
County,Grant,1997,6185.00,2484.00,2.49
County,Hennepin,1997,1075907.00,441474.00,2.44
County,Houston,1997,19330.00,7290.00,2.65
County,Hubbard,1997,16717.00,6637.00,2.52
County,Isanti,1997,29603.00,10346.00,2.86
County,Itasca,1997,43337.00,16655.00,2.6
County,Jackson,1997,11750.00,4660.00,2.52
County,Kanabec,1997,14030.00,5300.00,2.65
County,Kandiyohi,1997,41652.00,15788.00,2.64
County,Kittson,1997,5510.00,2231.00,2.47
County,Koochiching,1997,15868.00,6139.00,2.58
County,Lac qui Parle,1997,8644.00,3465.00,2.49
County,Lake,1997,10695.00,4419.00,2.42
County,Lake of the Woods,1997,4495.00,1765.00,2.55
County,Le Sueur,1997,24939.00,9219.00,2.71
County,Lincoln,1997,6707.00,2685.00,2.5
County,Lyon,1997,25431.00,9641.00,2.64
County,McLeod,1997,34493.00,12966.00,2.66
County,Mahnomen,1997,5222.00,1939.00,2.69
County,Marshall,1997,10676.00,4175.00,2.56
County,Martin,1997,22849.00,9265.00,2.47
County,Meeker,1997,21711.00,8116.00,2.68
County,Mille Lacs,1997,20648.00,7770.00,2.66
County,Morrison,1997,31234.00,11256.00,2.77
County,Mower,1997,37575.00,15369.00,2.44
County,Murray,1997,9624.00,3819.00,2.52
County,Nicollet,1997,29965.00,10449.00,2.87
County,Nobles,1997,20570.00,8091.00,2.54
County,Norman,1997,7832.00,3123.00,2.51
County,Olmsted,1997,116537.00,44891.00,2.6
County,Otter Tail,1997,54160.00,21307.00,2.54
County,Pennington,1997,13647.00,5441.00,2.51
County,Pine,1997,23582.00,8718.00,2.7
County,Pipestone,1997,10427.00,4113.00,2.54
County,Polk,1997,32808.00,12333.00,2.66
County,Pope,1997,10969.00,4316.00,2.54
County,Ramsey,1997,497423.00,198370.00,2.51
County,Red Lake,1997,4456.00,1752.00,2.54
County,Redwood,1997,17293.00,6706.00,2.58
County,Renville,1997,17521.00,6835.00,2.56
County,Rice,1997,53514.00,18222.00,2.94
County,Rock,1997,9966.00,3886.00,2.56
County,Roseau,1997,16323.00,6037.00,2.7
County,St. Louis,1997,199454.00,80979.00,2.46
County,Scott,1997,75009.00,25650.00,2.92
County,Sherburne,1997,56682.00,18727.00,3.03
County,Sibley,1997,14913.00,5580.00,2.67
County,Stearns,1997,130574.00,44861.00,2.91
County,Steele,1997,32320.00,12289.00,2.63
County,Stevens,1997,10694.00,3941.00,2.71
County,Swift,1997,11159.00,4338.00,2.57
County,Todd,1997,24014.00,9022.00,2.66
County,Traverse,1997,4331.00,1774.00,2.44
County,Wabasha,1997,20721.00,7808.00,2.65
County,Wadena,1997,13404.00,5173.00,2.59
County,Waseca,1997,18626.00,6949.00,2.68
County,Washington,1997,187475.00,65136.00,2.88
County,Watonwan,1997,11750.00,4622.00,2.54
County,Wilkin,1997,7376.00,2822.00,2.61
County,Winona,1997,49485.00,18048.00,2.74
County,Wright,1997,82493.00,28171.00,2.93
County,Yellow Medicine,1997,11638.00,4684.00,2.48
EDR,01 (Northwest),1997,91252.00,35092.00,2.53
EDR,02 (Headwaters),1997,72516.00,26862.00,2.62
EDR,03 (Arrowhead),1997,318714.00,127604.00,2.44
EDR,04 (West Central),1997,207377.00,79171.00,2.52
EDR,05 (North Central),1997,143761.00,55001.00,2.57
EDR,06E (Southwest Central),1997,115377.00,43705.00,2.59
EDR,06W (Upper MN Valley),1997,50539.00,20147.00,2.42
EDR,07E (East Central),1997,126800.00,45733.00,2.71
EDR,07W (Central),1997,303806.00,104391.00,2.82
EDR,08 (Southwest),1997,124698.00,48745.00,2.49
EDR,09 (South Central),1997,222882.00,83935.00,2.55
EDR,10 (Southeast),1997,442989.00,167604.00,2.55
